filename,day,object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of bkgrd,Probability of cystanoid,Size in pixels,Center of the object_0,Center of the object_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Maximum intensity_0,Maximum intensity_1,Maximum intensity_2,Radii of the object_0,Radii of the object_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Mean Intensity_0,Mean Intensity_1,Mean Intensity_2,Variance of Intensity_0,Variance of Intensity_1,Variance of Intensity_2,Minimum intensity_0,Minimum intensity_1,Minimum intensity_2,Diameter
ROCK_10_uM_12_table.csv,14,2,0,3,0,bkgrd,0.94,0.06,131.02438,25.465357,17.324625,205.0,178.0,227.0,4594.0,130.27449,117.006096,117.818245,303.39618,500.9112,55.0,56.0,23.0,353.0,537.0,256.0,462.0,564.97015,449.46796,751.1483
ROCK_10_uM_05_table.csv,14,0,0,1,0,cystanoid,0.2,0.8,587.8894,126.8897,68.56265,249.0,224.0,207.0,102947.0,115.01536,100.452736,92.57592,602.6557,318.8787,43.0,42.0,18.0,853.0,470.0,335.0,156.0,847.3287,720.10016,790.903
ROCK_10_uM_11_table.csv,14,0,0,1,0,bkgrd,0.68,0.32,120.98276,25.402208,19.808813,210.0,184.0,170.0,6087.0,116.27435,102.65303,96.06785,466.89487,516.88153,54.0,47.0,30.0,506.0,576.0,425.0,470.0,697.9944,530.52325,612.7802
ROCK_10_uM_07_table.csv,14,0,0,1,0,cystanoid,0.38,0.62,255.93608,52.155132,21.653442,95.0,88.0,88.0,12018.0,79.30254,74.14353,72.04443,84.180565,36.81536,61.0,58.0,53.0,206.0,82.0,0.0,0.0,41.47861,31.922565,29.946436
ROCK_10_uM_07_table.csv,14,1,0,2,0,cystanoid,0.36,0.64,18.656855,203.62813,29.59657,103.0,95.0,95.0,62388.0,76.857155,71.71876,69.640205,697.6531,46.601063,45.0,45.0,40.0,1024.0,120.0,267.0,0.0,140.16512,112.682945,103.24881
ROCK_10_uM_07_table.csv,14,2,0,3,0,bkgrd,0.96,0.04,74.62742,16.229555,10.726725,98.0,90.0,91.0,2029.0,86.94677,81.27649,77.682106,250.07442,67.06752,72.0,68.0,61.0,276.0,98.0,226.0,30.0,23.469814,20.837797,28.166565
ROCK_10_uM_07_table.csv,14,3,0,4,0,bkgrd,0.96,0.04,64.941124,14.562997,10.714,100.0,93.0,93.0,1923.0,85.57774,81.87779,81.49818,185.28133,120.073845,77.0,74.0,69.0,212.0,146.0,159.0,94.0,17.630331,13.196195,17.353481
ROCK_10_uM_07_table.csv,14,4,0,5,0,bkgrd,0.96,0.04,66.1127,14.209935,12.051031,98.0,91.0,94.0,2094.0,85.52579,80.61796,79.59837,74.60268,147.99141,75.0,71.0,65.0,100.0,174.0,46.0,124.0,20.521542,18.372667,23.985308
ROCK_10_uM_07_table.csv,14,5,0,6,0,bkgrd,0.96,0.04,61.04163,11.108574,8.000319,94.0,89.0,94.0,1047.0,84.15091,80.711555,81.44031,15.670487,151.82043,74.0,74.0,69.0,37.0,173.0,0.0,135.0,11.853063,8.894833,17.501451
ROCK_10_uM_04_table.csv,14,0,0,1,0,cystanoid,0.42,0.58,23.142136,104.13898,17.289467,147.0,149.0,151.0,16519.0,91.587326,91.33682,94.37042,100.94673,123.972275,64.0,65.0,55.0,255.0,301.0,0.0,0.0,174.07832,143.8064,271.457
ROCK_10_uM_04_table.csv,14,1,0,2,0,cystanoid,0.39,0.61,1.0,191.43314,25.46531,131.0,130.0,146.0,51592.0,75.34794,75.205864,81.80243,172.3004,262.30954,52.0,52.0,48.0,417.0,630.0,0.0,0.0,148.70149,215.15472,468.3761
ROCK_10_uM_04_table.csv,14,2,0,3,0,bkgrd,0.99,0.01,83.42641,20.505583,7.738582,128.0,125.0,134.0,1440.0,110.50208,107.39653,106.428474,414.44168,118.36042,96.0,93.0,86.0,438.0,157.0,396.0,85.0,32.338886,25.882349,50.772663
ROCK_10_uM_04_table.csv,14,3,0,4,0,bkgrd,0.96,0.04,51.28427,21.921753,12.1025505,107.0,98.0,99.0,2808.0,91.5203,86.19516,86.573715,30.815527,746.7671,79.0,77.0,71.0,73.0,768.0,0.0,714.0,24.596455,15.345105,15.08146
ROCK_10_uM_04_table.csv,14,4,0,5,0,bkgrd,0.97,0.03,73.15433,15.793332,8.224007,106.0,95.0,98.0,1287.0,94.182594,88.51049,85.942505,103.48174,747.36285,86.0,81.0,70.0,131.0,768.0,78.0,720.0,16.7491,8.486098,23.483873
